"Compensation","Name","Position","Date","Year","College"
0,"Amber Case ","Trustee",2015-05-01,2015,"Lewis & Clark College"
0,"Peter Chang ","Trustee",2015-05-01,2015,"Lewis & Clark College"
0,"Stephen Dover ","Trustee",2015-05-01,2015,"Lewis & Clark College"
444678,"Barry Glassner ","President, Trustee Ex Officio",2014-05-01,2014,"Lewis & Clark College"
317199,"Gregory A Volk ","Vp Institutional Advancement",2014-05-01,2014,"Lewis & Clark College"
269716,"Robert H Klonoff ","Dean Of Law School",2014-05-01,2014,"Lewis & Clark College"
237371,"Carl B Vance ","Vp Business & Finance",2014-05-01,2014,"Lewis & Clark College"
212753,"Tuajuanda Jordan ","Dean Of College Of Arts & Sciences",2014-05-01,2014,"Lewis & Clark College"
203983,"Jane M Atkinson ","Vp & Provost",2014-05-01,2014,"Lewis & Clark College"
203435,"Susan F Mandiberg ","Professor Of Law",2014-05-01,2014,"Lewis & Clark College"
200731,"David G Ellis ","Vp, Secretary, General Counsel",2014-05-01,2014,"Lewis & Clark College"
200694,"Jennifer J Johnson ","Professor Of Law",2014-05-01,2014,"Lewis & Clark College"
190707,"Michael C Blumm ","Professor Of Law",2014-05-01,2014,"Lewis & Clark College"
189544,"Craig N Johnston ","Professor Of Law",2014-05-01,2014,"Lewis & Clark College"
181043,"Hal J Abrams ","Vp Institutional Advancement",2014-05-01,2014,"Lewis & Clark College"
180020,"Douglas K Newell ","Professor Of Law",2014-05-01,2014,"Lewis & Clark College"
164303,"Earl S Fletcher ","Dean Of Graduate School",2014-05-01,2014,"Lewis & Clark College"
150290,"Julio C De Paula ","Former Dean Of C.a.s.",2014-05-01,2014,"Lewis & Clark College"
129398,"George P Battistel ","Assoc Vp Finance / Controller",2014-05-01,2014,"Lewis & Clark College"
0,"D Mark Dorman ","Chair",2014-05-01,2014,"Lewis & Clark College"
0,"Mark Tratos ","First Vice Chair",2014-05-01,2014,"Lewis & Clark College"
0,"Stephanie J Fowler ","Second Vice Chair",2014-05-01,2014,"Lewis & Clark College"
0,"Jan Baisch ","Trustee",2014-05-01,2014,"Lewis & Clark College"
0,"Judi Beck ","Trustee",2014-05-01,2014,"Lewis & Clark College"
0,"Amber Case ","Trustee",2014-05-01,2014,"Lewis & Clark College"
0,"Peter Chang ","Trustee",2014-05-01,2014,"Lewis & Clark College"
0,"Stephen H Dover ","Trustee",2014-05-01,2014,"Lewis & Clark College"
0,"Scott Dubchansky ","Trustee",2014-05-01,2014,"Lewis & Clark College"
929007,"Steven G Poskanzer ","President",2022-06-01,2022,"Carleton College"
682497,"Kelsey Deshler ","Chief Investment Officer",2022-06-01,2022,"Carleton College"
446348,"Timothy Griffeth ","Director Of Investments",2022-06-01,2022,"Carleton College"
412431,"Thomas Bonner ","Vp For External Relations",2022-06-01,2022,"Carleton College"
337224,"Beverly Nagel ","Dean Of The College Former",2022-06-01,2022,"Carleton College"
309081,"Alison Byerly ","President",2022-06-01,2022,"Carleton College"
288080,"Eric Runestad ","Vp And Treasurer",2022-06-01,2022,"Carleton College"
258214,"Art D Rodriguez ","Vp And Dean Of Admissions And Financial Aid",2022-06-01,2022,"Carleton College"
235811,"Gretchen E Hofmeister ","Dean Of The College",2022-06-01,2022,"Carleton College"
206339,"Elise Eslinger ","Chief Of Staff",2022-06-01,2022,"Carleton College"
203629,"Julie J Neiworth ","Professor Of Psychology",2022-06-01,2022,"Carleton College"
203183,"Carolyn H Livingston ","Vp For Student Life And Dean Of Students",2022-06-01,2022,"Carleton College"
198347,"Steven Spehn ","Director Of Facilities & Capital Planning",2022-06-01,2022,"Carleton College"
0,"Wallace R Weitz ","Trustee Chair",2022-06-01,2022,"Carleton College"
0,"Carol Barnett ","Trustee Vice Chair/Secretary",2022-06-01,2022,"Carleton College"
0,"Cathy Paglia ","Trustee Vice Chair",2022-06-01,2022,"Carleton College"
0,"Love C Anani ","Trustee",2022-06-01,2022,"Carleton College"
0,"Emily Barr ","Trustee",2022-06-01,2022,"Carleton College"
0,"Alan R Bauer ","Trustee",2022-06-01,2022,"Carleton College"
0,"Lila Conlee ","Trustee",2022-06-01,2022,"Carleton College"
0,"Stephen J Davis ","Trustee",2022-06-01,2022,"Carleton College"
0,"Arnold W Donald ","Trustee",2022-06-01,2022,"Carleton College"
0,"Herbert A Fritch ","Trustee",2022-06-01,2022,"Carleton College"
0,"Lia Gore ","Trustee",2022-06-01,2022,"Carleton College"
0,"Catherine L Gunsbury ","Trustee",2022-06-01,2022,"Carleton College"
524127,"Kelsey Deshler ","Chief Investment Officer",2021-06-01,2021,"Carleton College"
490860,"Steven G Poskanzer ","President",2021-06-01,2021,"Carleton College"
362832,"Timothy Griffeth ","Director Of Investments",2021-06-01,2021,"Carleton College"
345305,"Frederick A Rogers ","Former Vp And Treasurer",2021-06-01,2021,"Carleton College"
343358,"Thomas Bonner ","Vp For External Relations",2021-06-01,2021,"Carleton College"
320902,"Beverly Nagel ","Dean Of The College",2021-06-01,2021,"Carleton College"
245887,"Art D Rodriguez ","Vp And Dean Of Admissions And Financial Aid",2021-06-01,2021,"Carleton College"
198666,"Elise Eslinger ","Chief Of Staff",2021-06-01,2021,"Carleton College"
197600,"Mark Mckone ","Professor Of Biology",2021-06-01,2021,"Carleton College"
197001,"Carolyn H Livingston ","Vp For Student Life And Dean Of Students",2021-06-01,2021,"Carleton College"
195700,"Steven Spehn ","Director Of Facilities & Capital Planning",2021-06-01,2021,"Carleton College"
137094,"Eric Runestad ","Vp And Treasurer",2021-06-01,2021,"Carleton College"
0,"Wallace R Weitz ","Trustee Chair",2021-06-01,2021,"Carleton College"
0,"Carol Barnett ","Trustee Vice Chair/Secretary",2021-06-01,2021,"Carleton College"
0,"Cathy Paglia ","Trustee Vice Chair",2021-06-01,2021,"Carleton College"
0,"Love C Anani ","Trustee",2021-06-01,2021,"Carleton College"
0,"Alan R Bauer ","Trustee",2021-06-01,2021,"Carleton College"
0,"Lila Conlee ","Trustee",2021-06-01,2021,"Carleton College"
0,"William C Craine ","Trustee",2021-06-01,2021,"Carleton College"
0,"Stephen J Davis ","Trustee",2021-06-01,2021,"Carleton College"
0,"Arnold W Donald ","Trustee",2021-06-01,2021,"Carleton College"
0,"Herbert A Fritch ","Trustee",2021-06-01,2021,"Carleton College"
0,"Lia Gore ","Trustee",2021-06-01,2021,"Carleton College"
0,"Catherine L Gunsbury ","Trustee",2021-06-01,2021,"Carleton College"
0,"John F Harris ","Trustee",2021-06-01,2021,"Carleton College"
662584,"Kelsey Deshler ","Chief Investment Officer",2020-06-01,2020,"Carleton College"
501366,"Steven G Poskanzer ","President",2020-06-01,2020,"Carleton College"
352662,"Frederick A Rogers ","Vp And Treasurer",2020-06-01,2020,"Carleton College"
348313,"Thomas Bonner ","Vp For External Relations",2020-06-01,2020,"Carleton College"
342367,"Timothy Griffeth ","Director Of Investments",2020-06-01,2020,"Carleton College"
324466,"Beverly Nagel ","Dean Of The College",2020-06-01,2020,"Carleton College"
195236,"Elise Eslinger ","Chief Of Staff",2020-06-01,2020,"Carleton College"
195152,"Julie J Neiworth ","Professor Of Natural Sciences And Psychology",2020-06-01,2020,"Carleton College"
193568,"Carolyn H Livingston ","Vp For Student Life And Dean Of Students",2020-06-01,2020,"Carleton College"
192466,"Mark Mckone ","Professor Of Biology",2020-06-01,2020,"Carleton College"
164605,"Art D Rodriguez ","Vp And Dean Of Admissions And Financial Aid",2020-06-01,2020,"Carleton College"
0,"Wallace R Weitz ","Chair",2020-06-01,2020,"Carleton College"
0,"Carol Barnett ","Vice Chair",2020-06-01,2020,"Carleton College"
0,"Cathy Paglia ","Vice Chair",2020-06-01,2020,"Carleton College"
0,"Mckay Barra ","Trustee",2020-06-01,2020,"Carleton College"
0,"Alan Bauer ","Trustee",2020-06-01,2020,"Carleton College"
0,"Lila Conlee ","Trustee",2020-06-01,2020,"Carleton College"
0,"William C Craine ","Trustee",2020-06-01,2020,"Carleton College"
0,"Stephen J Davis ","Trustee",2020-06-01,2020,"Carleton College"
0,"Arnold W Donald ","Trustee",2020-06-01,2020,"Carleton College"
0,"Herbert A Fritch ","Trustee",2020-06-01,2020,"Carleton College"
0,"Lia Gore ","Trustee",2020-06-01,2020,"Carleton College"
0,"Catherine L Gunsbury ","Trustee",2020-06-01,2020,"Carleton College"
0,"John F Harris ","Trustee",2020-06-01,2020,"Carleton College"
0,"Michael J Hasenstab ","Trustee",2020-06-01,2020,"Carleton College"
482057,"Steven G Poskanzer ","President",2019-06-01,2019,"Carleton College"
387257,"Kelsey Deshler ","Chief Investment Officer",2019-06-01,2019,"Carleton College"
383083,"Thomas Bonner ","Vp For External Relations",2019-06-01,2019,"Carleton College"
339939,"Frederick A Rogers ","Vp And Treasurer",2019-06-01,2019,"Carleton College"
312288,"Beverly Nagel ","Dean Of The College",2019-06-01,2019,"Carleton College"
211103,"Paul Thiboutot ","Vp And Dean Of Admissions",2019-06-01,2019,"Carleton College"
188917,"Carolyn H Livingston ","Vp For Student Development",2019-06-01,2019,"Carleton College"
186884,"Julie J Neiworth ","Professor Of Natural Sciences And Psychology",2019-06-01,2019,"Carleton College"
184074,"Steven K Spehn ","Director Of Facilities And Capital Planning",2019-06-01,2019,"Carleton College"
182150,"Cathy Yandell ","Professor Of French Literature, Language & Culture",2019-06-01,2019,"Carleton College"
180341,"Deborah Appleman ","Professor Of Educational Studies",2019-06-01,2019,"Carleton College"
0,"Wallace R Weitz ","Chair",2019-06-01,2019,"Carleton College"
0,"Carol Barnett ","Vice Chair",2019-06-01,2019,"Carleton College"
0,"Cathy Paglia ","Vice Chair",2019-06-01,2019,"Carleton College"
0,"Mark S Applebaum ","Trustee",2019-06-01,2019,"Carleton College"
0,"Mckay Barra ","Trustee",2019-06-01,2019,"Carleton College"
0,"Alan Bauer ","Trustee",2019-06-01,2019,"Carleton College"
0,"Lila Conlee ","Trustee",2019-06-01,2019,"Carleton College"
0,"Bill Craine ","Trustee",2019-06-01,2019,"Carleton College"
0,"Stephen Davis ","Trustee",2019-06-01,2019,"Carleton College"
0,"Arnold Donald ","Trustee",2019-06-01,2019,"Carleton College"
0,"Herbert Fritch ","Trustee",2019-06-01,2019,"Carleton College"
0,"Lia Gore ","Trustee",2019-06-01,2019,"Carleton College"
0,"Michael Hasenstab ","Trustee",2019-06-01,2019,"Carleton College"
0,"Richard R Kracum ","Trustee",2019-06-01,2019,"Carleton College"
488635,"Steven G Poskanzer ","President",2018-06-01,2018,"Carleton College"
331644,"Frederick A Rogers ","Vp And Treasurer",2018-06-01,2018,"Carleton College"
325603,"Thomas Bonner ","Vp For External Relations",2018-06-01,2018,"Carleton College"
298533,"Beverly Nagel ","Dean Of The College",2018-06-01,2018,"Carleton College"
203776,"Paul Thiboutot ","Vp And Dean Of Admissions",2018-06-01,2018,"Carleton College"
184005,"Carolyn H Livingston ","Vp For Student Development",2018-06-01,2018,"Carleton College"
183293,"Deborah Appleman ","Professor Of Educational Studies",2018-06-01,2018,"Carleton College"
181652,"Julie J Neiworth ","Professor Of Natural Science",2018-06-01,2018,"Carleton College"
178750,"Steven K Spehn ","Director Of Facilities/Capital Plan",2018-06-01,2018,"Carleton College"
175577,"Mark Mckone ","Professor Of Biology",2018-06-01,2018,"Carleton College"
170720,"Joe Hargis Ii ","Associate Vp For External Relations",2018-06-01,2018,"Carleton College"
0,"Wallace R Weitz ","Chair",2018-06-01,2018,"Carleton College"
0,"Carol Barnett ","Vice Chair",2018-06-01,2018,"Carleton College"
0,"Cathy Paglia ","Vice Chair",2018-06-01,2018,"Carleton College"
0,"Mark S Applebaum ","Trustee",2018-06-01,2018,"Carleton College"
0,"Mckay Barra ","Trustee",2018-06-01,2018,"Carleton College"
0,"Alan Bauer ","Trustee",2018-06-01,2018,"Carleton College"
0,"Bill Craine ","Trustee",2018-06-01,2018,"Carleton College"
0,"Steven Davis ","Trustee",2018-06-01,2018,"Carleton College"
0,"Arnold Donald ","Trustee",2018-06-01,2018,"Carleton College"
0,"Herbert Fritch ","Trustee",2018-06-01,2018,"Carleton College"
0,"John F Harris ","Trustee",2018-06-01,2018,"Carleton College"
0,"Michael Hasenstab ","Trustee",2018-06-01,2018,"Carleton College"
0,"Michele Joy ","Trustee",2018-06-01,2018,"Carleton College"
0,"Arthur D Kowaloff ","Trustee",2018-06-01,2018,"Carleton College"
457873,"Steven G Poskanzer ","President",2017-06-01,2017,"Carleton College"
355013,"Jason Matz Left 111916 ","Chief Investment Officer",2017-06-01,2017,"Carleton College"
323305,"Frederick A Rogers ","Vp And Treasurer",2017-06-01,2017,"Carleton College"
319499,"Thomas Bonner ","Vp For External Relations",2017-06-01,2017,"Carleton College"
285053,"Beverly Nagel ","Dean Of The College",2017-06-01,2017,"Carleton College"
247802,"Andrew Christensen Left 31117 ","Director Of Private Markets",2017-06-01,2017,"Carleton College"
199694,"Paul Thiboutot ","Vp And Dean Of Admissions And Financial Aid",2017-06-01,2017,"Carleton College"
188439,"Joel M Weisberg ","Professor Of Physics And Astronomy",2017-06-01,2017,"Carleton College"
178617,"Carolyn H Livingston ","Vp For Student Development And Dean Of Students",2017-06-01,2017,"Carleton College"
175161,"Steven K Spehn ","Director Of Facilities And Capital Planning",2017-06-01,2017,"Carleton College"
172562,"Julie J Neiworth ","Professor Of Natural Sciences And Psychology",2017-06-01,2017,"Carleton College"
0,"Wallace R Weitz ","Chair",2017-06-01,2017,"Carleton College"
0,"Carol Barnett ","Vice Chair",2017-06-01,2017,"Carleton College"
0,"Martha H Kaemmer ","Vice Chair",2017-06-01,2017,"Carleton College"
0,"Mark S Applebaum ","Trustee",2017-06-01,2017,"Carleton College"
0,"Mckay Barra ","Trustee",2017-06-01,2017,"Carleton College"
0,"Bill Craine ","Trustee",2017-06-01,2017,"Carleton College"
0,"Arnold Donald ","Trustee",2017-06-01,2017,"Carleton College"
0,"John F Harris ","Trustee",2017-06-01,2017,"Carleton College"
0,"Michael Hasenstab ","Trustee",2017-06-01,2017,"Carleton College"
0,"Michele Joy ","Trustee",2017-06-01,2017,"Carleton College"
0,"Arthur D Kowaloff ","Trustee",2017-06-01,2017,"Carleton College"
0,"Richard R Kracum ","Trustee",2017-06-01,2017,"Carleton College"
0,"Laird Mcculloch ","Trustee",2017-06-01,2017,"Carleton College"
0,"Brad Nordholm ","Trustee",2017-06-01,2017,"Carleton College"
440255,"Steven G Poskanzer ","President",2016-06-01,2016,"Carleton College"
369918,"Jason Matz ","Chief Investment Officer",2016-06-01,2016,"Carleton College"
313605,"Frederick A Rogers ","Treasurer",2016-06-01,2016,"Carleton College"
299386,"Thomas Bonner ","Secretary",2016-06-01,2016,"Carleton College"
267968,"Beverly Nagel ","Dean Of The College",2016-06-01,2016,"Carleton College"
232751,"Andrew Christensen ","Director Of Private Markets",2016-06-01,2016,"Carleton College"
195284,"Joel Weisberg ","Professor Of Physics And Astronomy",2016-06-01,2016,"Carleton College"
194560,"Susan Singer ","Professor Of Natural Sciences",2016-06-01,2016,"Carleton College"
192352,"Paul Thiboutot ","Vp And Dean Of Admissions And Financial Aid",2016-06-01,2016,"Carleton College"
189329,"Louis E Newman ","Associate Dean Of The College",2016-06-01,2016,"Carleton College"
177609,"M H Wagner ","Vp For Student Development And Dean Of Students",2016-06-01,2016,"Carleton College"
0,"Jack W Eugster ","Chair",2016-06-01,2016,"Carleton College"
0,"Cathy Paglia ","Vice Chair",2016-06-01,2016,"Carleton College"
0,"Wally Weitz ","Vice Chair",2016-06-01,2016,"Carleton College"
0,"Mark Applebaum ","Trustee",2016-06-01,2016,"Carleton College"
0,"Carol Barnett ","Trustee",2016-06-01,2016,"Carleton College"
0,"Bill Craine ","Trustee",2016-06-01,2016,"Carleton College"
0,"Maureen G Gupta ","Trustee",2016-06-01,2016,"Carleton College"
0,"John F Harris ","Trustee",2016-06-01,2016,"Carleton College"
0,"Michael Hasenstab ","Trustee",2016-06-01,2016,"Carleton College"
0,"Elise M Holschuh ","Trustee",2016-06-01,2016,"Carleton College"
0,"James E Johnson ","Trustee",2016-06-01,2016,"Carleton College"
0,"Michele Joy ","Trustee",2016-06-01,2016,"Carleton College"
0,"Martha H Kaemmer ","Trustee",2016-06-01,2016,"Carleton College"
0,"Leslie B Kautz ","Trustee",2016-06-01,2016,"Carleton College"
424494,"Steven G Poskanzer ","President",2015-06-01,2015,"Carleton College"
355445,"Jason Matz ","Chief Investment Officer",2015-06-01,2015,"Carleton College"
301093,"Frederick A Rogers ","Vp & Treasurer",2015-06-01,2015,"Carleton College"
250809,"Beverly Nagel ","Dean Of The College",2015-06-01,2015,"Carleton College"
234330,"Thomas Bonner ","Secretary",2015-06-01,2015,"Carleton College"
221869,"Andrew Christensen ","Director Of Private Markets",2015-06-01,2015,"Carleton College"
192843,"M H Wagner ","Vp, Dean Of Students",2015-06-01,2015,"Carleton College"
185662,"Susan Singer ","Professor Of Natural Sciences",2015-06-01,2015,"Carleton College"
184156,"Paul Thiboutot ","Vp, Dean Of Admissions & Financial Aid",2015-06-01,2015,"Carleton College"
182008,"Joel Weisberg ","Professor Of Physics And Astronomy",2015-06-01,2015,"Carleton College"
181888,"Louis E Newman ","Associate Dean Of The College",2015-06-01,2015,"Carleton College"
0,"Jack W Eugster ","Chair",2015-06-01,2015,"Carleton College"
0,"Cathy Paglia ","Vice Chair",2015-06-01,2015,"Carleton College"
0,"Wally Weitz ","Vice Chair",2015-06-01,2015,"Carleton College"
0,"Nina M Archabal ","Trustee",2015-06-01,2015,"Carleton College"
0,"Carol Barnett ","Trustee",2015-06-01,2015,"Carleton College"
0,"Bill Craine ","Trustee",2015-06-01,2015,"Carleton College"
0,"David M Diamond ","Trustee",2015-06-01,2015,"Carleton College"
0,"Arnold W Donald ","Trustee",2015-06-01,2015,"Carleton College"
0,"Maureen G Gupta ","Trustee",2015-06-01,2015,"Carleton College"
0,"John F Harris ","Trustee",2015-06-01,2015,"Carleton College"
0,"Michael Hasenstab ","Trustee",2015-06-01,2015,"Carleton College"
0,"Elise M Holschuh ","Trustee",2015-06-01,2015,"Carleton College"
0,"James E Johnson ","Trustee",2015-06-01,2015,"Carleton College"
0,"Michele Joy ","Trustee",2015-06-01,2015,"Carleton College"
408202,"Steven G Poskanzer ","President",2014-06-01,2014,"Carleton College"
340490,"Jason Matz ","Director Of Investments",2014-06-01,2014,"Carleton College"
291063,"Frederick A Rogers ","Vice President And Treasurer",2014-06-01,2014,"Carleton College"
238468,"Beverly Nagel ","Dean Of The College",2014-06-01,2014,"Carleton College"
208529,"Andrew Christensen ","Director Of Private Markets",2014-06-01,2014,"Carleton College"
192802,"Louis E Newman ","Associate Dean Of The College",2014-06-01,2014,"Carleton College"
186027,"M H Wagner ","Vp Student Development And Dean Of Students",2014-06-01,2014,"Carleton College"
178173,"Paul Thiboutot ","Vp And Dean Of Admission/Financial Aid",2014-06-01,2014,"Carleton College"
177983,"Susan Singer ","Professor Of Natural Sciences",2014-06-01,2014,"Carleton College"
176807,"Gayle Mcjunkin ","Interim Vp For External Relations",2014-06-01,2014,"Carleton College"
173167,"Joel Weisberg ","Professor Of Physics And Astronomy",2014-06-01,2014,"Carleton College"
163872,"Donald A Hasseltine ","Secretary/Vp For External Relations",2014-06-01,2014,"Carleton College"
161594,"Joe A Hargis Ii ","Interim Vp For External Relations",2014-06-01,2014,"Carleton College"
0,"Nina M Archabal ","Trustee",2014-06-01,2014,"Carleton College"
0,"Danielle S Bart ","Trustee",2014-06-01,2014,"Carleton College"
0,"Alan R Bauer ","Trustee",2014-06-01,2014,"Carleton College"
0,"Beth Boosalis Davis ","Trustee",2014-06-01,2014,"Carleton College"
0,"Bill Craine ","Trustee",2014-06-01,2014,"Carleton College"
0,"David M Diamond ","Trustee",2014-06-01,2014,"Carleton College"
0,"Arnold W Donald ","Trustee",2014-06-01,2014,"Carleton College"
0,"Jack W Eugster ","Trustee",2014-06-01,2014,"Carleton College"
0,"Maureen G Gupta ","Trustee",2014-06-01,2014,"Carleton College"
0,"John F Harris ","Trustee",2014-06-01,2014,"Carleton College"
0,"Elise M Holschuh ","Trustee",2014-06-01,2014,"Carleton College"
0,"James E Johnson ","Trustee",2014-06-01,2014,"Carleton College"
497750,"Kathleen Murray ","President",2022-06-01,2022,"Whitman College"
253349,"Peter Harvey ","Chief Financial Officer",2022-06-01,2022,"Whitman College"
251493,"Steven Setchell ","Vice President For Development & Alumni Relation",2022-06-01,2022,"Whitman College"
223092,"Alzada Tipton ","Provost & Dean Of Faculty",2022-06-01,2022,"Whitman College"
179318,"Patrick Keef ","Faculty",2022-06-01,2022,"Whitman College"
175335,"Kaziputalimba Joshua ","Vice President For Student Affairs/Dean Of Student",2022-06-01,2022,"Whitman College"
165453,"Dan Terrio ","Chief Information Officer",2022-06-01,2022,"Whitman College"
162940,"Patrick Spencer ","Faculty",2022-06-01,2022,"Whitman College"
158289,"Scott Kleinheksel ","Associate Vice President For Development",2022-06-01,2022,"Whitman College"
155031,"David Schmitz ","Faculty",2022-06-01,2022,"Whitman College"
147057,"Kimberly Chandler ","Faculty",2022-06-01,2022,"Whitman College"
0,"Joe Davis ","Chair",2022-06-01,2022,"Whitman College"
0,"Dana Reid ","Vice Chair",2022-06-01,2022,"Whitman College"
0,"Christina Dawson ","Trustee",2022-06-01,2022,"Whitman College"
0,"Barbara Feigin ","Trustee",2022-06-01,2022,"Whitman College"
0,"Danielle Garbe Reser ","Trustee",2022-06-01,2022,"Whitman College"
0,"Mark Kajita ","Trustee",2022-06-01,2022,"Whitman College"
0,"Gordon Keane Jr ","Trustee",2022-06-01,2022,"Whitman College"
0,"Peter Lewis ","Trustee",2022-06-01,2022,"Whitman College"
0,"Nate Miles ","Trustee",2022-06-01,2022,"Whitman College"
0,"Tricia Montgomery ","Trustee",2022-06-01,2022,"Whitman College"
0,"Jim Moore ","Trustee",2022-06-01,2022,"Whitman College"
0,"Bill Neff ","Trustee",2022-06-01,2022,"Whitman College"
0,"Charles Nelson ","Trustee",2022-06-01,2022,"Whitman College"
0,"Charley Rosenberry ","Trustee",2022-06-01,2022,"Whitman College"
446835,"Kathleen Murray ","President",2021-06-01,2021,"Whitman College"
250534,"Peter Harvey ","Chief Financial Officer",2021-06-01,2021,"Whitman College"
244038,"Steve Setchell ","Vp Development & Alumni Relations",2021-06-01,2021,"Whitman College"
229508,"Alzada Tipton ","Provost & Dean Of Faculty",2021-06-01,2021,"Whitman College"
185732,"Josh Jensen ","Vp For Communications",2021-06-01,2021,"Whitman College"
182154,"David Schmitz ","Faculty",2021-06-01,2021,"Whitman College"
180410,"Patrick Keef ","Faculty",2021-06-01,2021,"Whitman College"
175079,"Kazi Joshua ","Vp Student Affairs/Dean Of Students",2021-06-01,2021,"Whitman College"
166093,"Dan Terrio ","Chief Information Officer",2021-06-01,2021,"Whitman College"
165290,"Thomas Witherspoon ","Vp Diversity & Inclusionthru 12/20",2021-06-01,2021,"Whitman College"
162334,"Patrick Spencer ","Faculty",2021-06-01,2021,"Whitman College"
158602,"Scott Kleinheksel ","Assoc Vp For Development",2021-06-01,2021,"Whitman College"
0,"Nancy Serrurier ","Chair",2021-06-01,2021,"Whitman College"
0,"Joe Davis ","Vice Chair",2021-06-01,2021,"Whitman College"
0,"Christina Dawson ","Trustee",2021-06-01,2021,"Whitman College"
0,"Richard Fade ","Trustee",2021-06-01,2021,"Whitman College"
0,"Barbara Feigin ","Trustee",2021-06-01,2021,"Whitman College"
0,"Stephen Hammond ","Trustee",2021-06-01,2021,"Whitman College"
0,"Gordon Keane Jr ","Trustee",2021-06-01,2021,"Whitman College"
0,"Peter Lewis ","Trustee",2021-06-01,2021,"Whitman College"
0,"Brad Mcmurchie ","Trustee",2021-06-01,2021,"Whitman College"
0,"Nate Miles ","Trustee",2021-06-01,2021,"Whitman College"
0,"Tricia Montgomery ","Trustee",2021-06-01,2021,"Whitman College"
0,"Jim Moore ","Trustee",2021-06-01,2021,"Whitman College"
0,"Bill Neff ","Trustee",2021-06-01,2021,"Whitman College"
481000,"Kathleen Murray ","President",2020-06-01,2020,"Whitman College"
258921,"Peter Harvey ","Cfo",2020-06-01,2020,"Whitman College"
236045,"Alzada Tipton ","Provost & Dean Of Faculty",2020-06-01,2020,"Whitman College"
195151,"Kaziputalimba Joshua ","Vp Diversity Inclusion",2020-06-01,2020,"Whitman College"
189475,"Joshua Jensen ","Vp Enrollment & Communications",2020-06-01,2020,"Whitman College"
182063,"David F Schmitz ","Faculty",2020-06-01,2020,"Whitman College"
180559,"Patrick Keef ","Faculty",2020-06-01,2020,"Whitman College"
170070,"Scott Kleinheksel ","Assoc Vp For Development",2020-06-01,2020,"Whitman College"
168156,"Dan M Terrio ","Chief Information Officer",2020-06-01,2020,"Whitman College"
167168,"Keith Farrington ","Faculty",2020-06-01,2020,"Whitman College"
118808,"John W Bogley ","Former Key Employee",2020-06-01,2020,"Whitman College"
0,"Nancy B Serrurier ","Chair",2020-06-01,2020,"Whitman College"
0,"Joseph C Davis ","Vice Chair",2020-06-01,2020,"Whitman College"
0,"Janice M Abraham ","Trustee",2020-06-01,2020,"Whitman College"
0,"Megan Ferguson Clubb ","Trustee",2020-06-01,2020,"Whitman College"
0,"Christina M Dawson ","Trustee",2020-06-01,2020,"Whitman College"
0,"Richard Fade ","Trustee",2020-06-01,2020,"Whitman College"
0,"Barbara Sommer Feigin ","Trustee",2020-06-01,2020,"Whitman College"
0,"Stephen E Hammond ","Trustee",2020-06-01,2020,"Whitman College"
0,"Gordon H Keane ","Trustee",2020-06-01,2020,"Whitman College"
0,"Peter T Lewis ","Trustee",2020-06-01,2020,"Whitman College"
0,"Bradley M Mcmurchie ","Trustee",2020-06-01,2020,"Whitman College"
0,"Nathaniel R Miles ","Trustee",2020-06-01,2020,"Whitman College"
0,"Tricia Putnam Montgomery ","Trustee",2020-06-01,2020,"Whitman College"
0,"James R Moore ","Trustee",2020-06-01,2020,"Whitman College"
466982,"Kathleen Murray ","President",2019-06-01,2019,"Whitman College"
249733,"Peter Harvey ","Cfo",2019-06-01,2019,"Whitman College"
237709,"Alzada Tipton ","Provost And Dean Of The Faculty",2019-06-01,2019,"Whitman College"
227397,"John W Bogley ","Vp For Development And Alumni Relations",2019-06-01,2019,"Whitman College"
181100,"Joshua Jensen ","Vice President For Enrollment And Communications",2019-06-01,2019,"Whitman College"
180637,"David F Schmitz ","Faculty",2019-06-01,2019,"Whitman College"
177533,"Patrick Keef ","Professor Of Mathematics",2019-06-01,2019,"Whitman College"
167468,"Kaziputalimba Joshua ","Vp Diversity Inclusion",2019-06-01,2019,"Whitman College"
163785,"Dan M Terrio ","Chief Information Officer",2019-06-01,2019,"Whitman College"
161237,"Keith Farrington ","Professor Of Social Science",2019-06-01,2019,"Whitman College"
156658,"Patrick Spencer ","Professor Of Geology",2019-06-01,2019,"Whitman College"
139034,"Dana Burgess ","Professor Of Humanities",2019-06-01,2019,"Whitman College"
0,"Nancy B Serrurier ","Chair",2019-06-01,2019,"Whitman College"
0,"Joseph C Davis ","Vice Chair",2019-06-01,2019,"Whitman College"
0,"Janice M Abraham ","Trustee",2019-06-01,2019,"Whitman College"
0,"Megan Ferguson Clubb ","Trustee",2019-06-01,2019,"Whitman College"
0,"Richard Fade ","Trustee",2019-06-01,2019,"Whitman College"
0,"Christina M Dawson ","Trustee",2019-06-01,2019,"Whitman College"
0,"Barbara Sommer Feigin ","Trustee",2019-06-01,2019,"Whitman College"
0,"Stephen E Hammond ","Trustee",2019-06-01,2019,"Whitman College"
0,"Gordon H Keane ","Trustee",2019-06-01,2019,"Whitman College"
0,"Peter T Lewis ","Trustee",2019-06-01,2019,"Whitman College"
0,"Bradley M Mcmurchie ","Trustee",2019-06-01,2019,"Whitman College"
0,"Nathaniel R Miles ","Trustee",2019-06-01,2019,"Whitman College"
